check_param_id|check_param_id_name|check_param_id_description|display_name|source_table|check_data_type_cd|chk_param_type_cd|object_type
1088|O2_Wet_Monitor_Hourly_Value_Records_By_Hour_Location|The O2 Wet Monitor Hourly Value Records By Hour and Location|O2 Wet Monitor Hourly Value Records By Hour and Location|VW_MP_MONITOR_HRLY_VALUE_O2_WET|DATAVW|DATA|
1099|Copy_Of_Valid_SO2_Monitor_Formula_Id|Flag to indicate whether the formula specified for the current DerivedHorulyValueData record is a valid SO2 Mass formula defined in the Monitoring Plan|System Test||BOOLEAN|OUTPUT|
1105|Nox_Rate_Derived_Hourly_Check_Completed|"Flag indicating whether the NOx Rate Derived Hourly Checks have been completed or not.  When = ""true"", the NOx Conc Monitor Hourly Checks begin."|NOx Rate Derived Hourly Check Completed||BOOLEAN|OUTPUT|
1106|Nox_Rate_Modc_Nox_Conc_Verified_Status|Flag indicating whether the NOx Conc checks for extraneous records have been verified based on the NOx Rate MODC value.|NOx Rate MODC NOx Conc verified Status||BOOLEAN|OUTPUT|
1107|Current_Nox_Conc_Component_Status|Flag which is set to true once the NOx Concentration Component checks have been completed.|Current NOx Conc Component Status||BOOLEAN|OUTPUT|
1108|Valid_Nox_Conc_Modc|Flag set to true once the NOx concentration MODC codes have been validated|Valid NOx Conc MODC||BOOLEAN|OUTPUT|
1109|Valid_Nox_Conc_Pma|Flag set to true once the NOx Concentration Percent Monitor Availability values have been validated|Valid NOx Conc PMA||BOOLEAN|OUTPUT|
1110|Valid_Nox_Conc_Unadjusted_Value|Flag set to true once the NOx Concentration unadjusted hourly values have been validated.|Valid NOx Conc Unadjusted Value||BOOLEAN|OUTPUT|
1111|Nox_Conc_Adjusted_Value_Status|Flag set to true once the NOx Concentration adjusted hourly values have been validated|NOx Conc Adjusted Value Status||BOOLEAN|OUTPUT|
1112|Current_Nox_Conc_Mon_Sys_Record|The current NOx Concentration Monitoring System ID in the Monitoring Plan|Current NOx Conc Mon Sys Record||STRING|OUTPUT|
1113|Nox_Conc_Monitor_System_Id_Matches_Modc|Flag set to true once the NOx Concentration MODC code matches the correct Monitoring Systems.|NOx Conc Monitor System ID Matches MODC||BOOLEAN|OUTPUT|
1114|Valid_Nox_Conc_Component|Flag set to true once the NOx concentration component IDs have been verified|Valid NOx Conc Component||BOOLEAN|OUTPUT|
1120|Invalid_Method_Fuel|Fuels inappropriate for methodology.|Invalid Method Fuel||STRING|OUTPUT|
1122|Missing_ARP_Method_List|List of methods that are missing for an ARP-affected unit.|Missing ARP Method List||STRING|OUTPUT|
1124|Missing_Nbp_Method_List|List of methods that are missing for an NBP, NHNOX, CAIRNOX, or CAIROS-affected unit.|Missing NBP Method List||STRING|OUTPUT|
1126|Incomplete_ARP_Method_List|List of methods that are do not span the entire evaluation period for an ARP-affected unit.|Incomplete ARP Method List||STRING|OUTPUT|
1127|Incomplete_NBP_Method_List|List of methods that are do not span the entire evaluation period for an NBP, NHNOX, CAIRNOX, or CAIROS-affected unit.|Incomplete NBP Method List||STRING|OUTPUT|
1130|Required_Non_DAHS_Components_Reported_For_System|Indicates if the required non-DAHS components were reported.|Required Non-DAHS Components Reported for System||BOOLEAN|OUTPUT|
1131|Current_Workspace_MonitoringPlan|The MonitoringPlan record in the workspace.|Current Workspace MonitoringPlan||DATAROW|OUTPUT|
1133|Current_Workspace_Unit|The current unit in the Workspace tables (in the following tables):    For MP Import:    MP_MonitoringQualLME  MP_MonitoringQualPCT  MP_Unit  MP_UnitCapacity  MP_UnitControl  MP_UnitFuel  MP_UnitStackConfig    For EM Import:  |Current Workspace Unit|VW_CHECK_MP_Unit|DATAROW|OUTPUT|
1134|Current_Workspace_Stack_Pipe|The current stack in the Workspace tables (in the following tables):    MP_StackPipe|Current Workspace Stack/Pipe|VW_CHECK_MP_StackPipe|DATAROW|OUTPUT|
1136|Workspace_Unit_Stack_Configuration_Records|The current units (linked to a stack) in the Workspace tables (in the following tables):    MP_UnitStackConfig  |Workspace Unit/Stack Configuration Records||DATAVW|DATA|
1137|Workspace_Unit_Count|Number of Units in the Workspace tables|Workspace Unit Count||INTEGER|OUTPUT|
1138|Current_Workspace_System|The current system in the Workspace tables (in the following tables):    MP_MonitoringSys|Current Workspace System|VW_CHECK_MP_MonitoringSys|DATAROW|OUTPUT|
1139|Current_Workspace_Component|The current component in the Workspace tables (in the following tables):    MP_COMPONENT|Current Workspace Component|VW_CHECK_MP_Component|DATAROW|OUTPUT|
1140|Current_Workspace_System_Component|The current system component in the Workspace tables (in the following tables):    MP_MonitoringSysComponent|Current Workspace System Component|VW_CHECK_MP_MonitoringSysComponent|DATAROW|OUTPUT|
1141|Missing_Formula_For_System|A list of required formula parameter + equation code that are missing for a system.|Missing Formula for System||STRING|OUTPUT|
1142|Missing_Maximum_Default|A list of maximum default parameters not found in monitor default records for the location during the evaluation period that required when using fuel-specific missing data or bypass approach.|Missing Maximum Default||DATALST|OUTPUT|
1143|Invalid_Maximum_Default|A list of default parameters required when using fuel-specific missing data or bypass approach whose values are not equal to the MPC/MER/MPF in correspoding span record.|Invalid Maximum Default||DATALST|OUTPUT|
1144|Fuel-specific_Missing_Data_Approach_Code|The fuel-specific substitute data or bypass approach code in the current method record.|Fuel-Specific Missing Data Approach Code||STRING|OUTPUT|
1145|Current_Linearity_Test|The Test Summary record for the linearity record being evaluated and associated location and component data.|Current Linearity Test|VW_QA_TEST_SUMMARY_LINE|DATAROW|OUTPUT|
1147|Current_Linearity_Summary|The Linearity Summary record (with associated test information) being evaluated.  They are processed in gas level code order.|Current Linearity Summary|CheckQa.LinearitySummary ()|DATAROW|OUTPUT|
1148|Current_Linearity_Injection|The Linearity Injection record (with associated summary and test information) being evaluated.  These are sorted in descending date/time order for the gas level.|Current Linearity Injection |CheckQa.LinearityInjection ()|DATAROW|OUTPUT|
1149|Linearity_Component_Valid|Indicates if component type is valid for the linearity test.|Linearity Component Valid||BOOLEAN|OUTPUT|
1150|Linearity_Test_Aborted|Indicates if the linearity test is aborted|Linearity Test Aborted||BOOLEAN|OUTPUT|
1151|Linearity_Test_Begin_Date|Begin Date of linearity check.|Linearity Test Begin Date||BOOLEAN|OUTPUT|
1152|Linearity_Test_Begin_Hour|Begin Hour of linearity check.|Linearity Test Begin Hour||INTEGER|OUTPUT|
1153|Linearity_Test_Begin_Minute|Begin Minute of linearity check.|Linearity Test Begin Minute||INTEGER|OUTPUT|
1154|Linearity_Test_End_Date|End Date of linearity check.|Linearity Test End Date||DATE|OUTPUT|
1155|Linearity_Test_End_Hour|End Hour of linearity check.|Linearity Test End Hour||INTEGER|OUTPUT|
1156|Linearity_Test_End_Minute|End Minute of linearity check.|Linearity Test End Minute||INTEGER|OUTPUT|
1157|Linearity_Test_Result|Calculated linearity test result.|Linearity Test Result||STRING|OUTPUT|
1248|Heat_Input_CEM_Equation_Code|The Equation Code associated with the formula record for the current Heat Input calculation|Heat Input Equation Code||STRING|OUTPUT|
1158|Linearity_Test_Injection_Records|All linearity injection records in the test with their associated linearity summary data.|Linearity Test Injection Records|CheckQa.LinearityInjection ()|DATAVW|DATA|
1159|Linearity_Sequence_Valid|Indicates if the sequence of linearity injections is valid.|Linearity Sequence Valid||BOOLEAN|OUTPUT|
1160|Test_Reason_Code_Lookup_Table|A list of valid test reason codes.|Test Reason Code Lookup Table|TEST_REASON_CODE|DATAVW|LOOKUP|
1161|Linearity_Level_List|A list of calibration gas levels in the linearity check.|Linearity Level List||STRING|OUTPUT|
1162|Linearity_Reference_Values_Consistent|Indicates if mid-leve reference values, which are less than high-level reference values and greater than low-level reference values.|Linearity Reference Values Consistent||BOOLEAN|OUTPUT|
1163|Simultaneous_Linearity_Injections|Indicates if linearity injections were performed simultaneously.|Simultaneous Linearity Injections||BOOLEAN|OUTPUT|
1164|Test_Span_Scale_Valid|Indicates if span scale of a test is a valid code.|Test Span Scale Valid||BOOLEAN|OUTPUT|
1165|Test_Span_Value|The span value for the component type of the test according to the monitoring plan.|Test Span Value||DECIMAL|OUTPUT|
1166|Linearity_Reference_Value_Total|The sum of the reference values of the last three injections in the gas level of the linearity check.|Linearity Reference Value Total||DECIMAL|OUTPUT|
1167|Linearity_Measured_Value_Total|The sum of the measured values of the last three injections in the gas level of the linearity check.|Linearity Measured Value Total||DECIMAL|OUTPUT|
1168|Linearity_Injection_Count|The number of injections performed for the gas level of the linearity check.|Linearity Injection Count||INTEGER|OUTPUT|
1169|Linearity_Level_Valid|Indicates if calculations can be performed for the gas level of a linearity check.|Linearity Level Valid||BOOLEAN|OUTPUT|
1170|Linearity_Reference_Value_Consistent_with_Span|Indicates if reference value of a linearity injection is consistent with the span value based on gas level.|Linearity Reference Value Consistent with Span||STRING|OUTPUT|
1172|Last_Injection_Time|Time of the previous linearity injection (YYYYMMDDHHMM).|Last Linearity Injection Time||STRING|OUTPUT|
1173|Linearity_Injection_Included|Indicates if the linearity was one of the last 3 injections performed at the calibration gas level, and was included in the calculations for that level.|Linearity Injection Included||BOOLEAN|OUTPUT|
1174|Linearity_Summary_Percent_Error_Valid|Indicates if the reported percent error in the linearity summary record contains a valid value.|Linearity Summary Percent Error Valid||BOOLEAN|OUTPUT|
1176|Linearity_Injection_Reference_Value_Valid|Indicates if the reference value in the linearity injection record contains a valid value.|Linearity Injection Reference Value Valid||BOOLEAN|OUTPUT|
1177|Linearity_Summary_Mean_Measured_Value|The calculated mean measured value for the gas level of the linearity check.|Linearity Summary Mean Measured Value||DECIMAL|OUTPUT|
1178|Linearity_Summary_Mean_Reference_Value|The calculated mean reference value for the gas level of the linearity check.|Linearity Summary Mean Reference Value||DECIMAL|OUTPUT|
1179|Linearity_Summary_Percent_Error|The calculated percent error for the gas level of the linearity check.|Linearity Summary Percent Error||DECIMAL|OUTPUT|
1180|Linearity_Summary_APS_Indicator|Indicates if the alternate performance specification was used to determine the results for the gas level of the linearity check.|Linearity Summary APS Indicator||INTEGER|OUTPUT|
1181|Calculate_Linearity_Level|Indicates that the results of the linearity level may be calculated.|Calculate Linearity Level||BOOLEAN|OUTPUT|
1182|Calculate_Linearity_Test|Indicates that the results of the linearity test may be calculated.|Calculate Linearity Test||BOOLEAN|OUTPUT|
1183|Linearity_Test_Result_Code_Valid|Indicates if the Linearity Test Result Code contains a valid value.|Linearity Test Result Code Valid||BOOLEAN|OUTPUT|
1184|Linearity_Test_Number_Valid|Indicates if the linearity test has been assigned a valid test number|Linearity Test Number Valid||BOOLEAN|OUTPUT|
1185|Component_Linearity_Injection_Records|All linearity injection records (with associated linearity test information) for all linearity tests associated with the component.|Component Linearity Injection Records|CheckQa.LinearityInjectionByComponent ()|DATAVW|DATA|
1186|Simultaneous_Linearity_Injection_for_Alternate_Range|Indicates if an injection was conducted at the same time as an injection in another linearity check for the alternate range of a component.|Simultaneous Linearity Injection for Alternate Range||BOOLEAN|OUTPUT|
1187|Linearity_Injection_Time_Valid|Indicates if the Injection Date, Hour, and Minute in the linearity injection record is valid.|Linearity Injection Time Valid||BOOLEAN|OUTPUT|
1188|Linearity_Summary_Mean_Difference|The calculated mean difference for the gas level of the linearity check.|Linearity Summary Mean Difference||DECIMAL|OUTPUT|
1189|Last_Linearity_Level_Code|The Gas Level Code of the prior linearity summary record processed.|Last Linearity Level Code||STRING|OUTPUT|
1190|Linearity_Reference_Percent_of_Span|A calculation of the percent of the span value of the reference value.|Linearity Reference Percent of Span||DECIMAL|OUTPUT|
1191|Linearity_Test_Records|All linearity test summary records for the component.|Linearity Test Records|VW_QA_TEST_SUMMARY|DATAVW|DATA|
1193|Evaluate_Monitoring_Plan|Indicator of whether we should continue to evaluate this monitoring plan.  The value is set in the MONPLAN cataegory and is checked in the MP process immediately after that category.|Evaluate Monitoring Plan||BOOLEAN|OUTPUT|
1194|Unit_Program_Exemption_Records|Unit Program Exemption records which apply to the unit.|Unit Program Exemption Records|VW_UNIT_PROGRAM_EXEMPTION|DATAVW|DATA|
1197|Unit_Hourly_Operational_Status|Indicates whether or not the Current unit operated during the Current Hour|Unit Hourly Operational Status||BOOLEAN|OUTPUT|
1198|Extraneous_Linearity_Fields|A list of fields reported in the test summary record not appropriate for a linearity check.|Extraneous Linearity Fields||STRING|OUTPUT|
1199|CEMS_Active_Present|This indicates if an active CEMS is present.    Generated in Location object.|CEMS Active Present||BOOLEAN|OUTPUT|
1200|Component_Dates_and_Hours_Consistent|Indicates whether or not the Start Date and Hour is prior to the End Date and Hour in every System Component record for the Component.|Component Dates and Hours Consistent||BOOLEAN|OUTPUT|
1202|Abort_Location_Evaluation|Indicates if location has an invalid location evaluation period.|Abort Location Evaluation||BOOLEAN|OUTPUT|
1203|Unit_Operating_Status_Records|Operating Status records which apply to the unit.|Unit Operating Status Records|VW_UNIT_OP_STATUS|DATAVW|DATA|
1205|H2O_CEM_Missing_Data_Period_Count|The number of consecutive hours that an MODC indicating data substitution has been reported in the H2O Hourly Data|H2O CEM Missing Data Period Count||INTEGER|OUTPUT|
1206|MP_Reporting_Frequency_Records|Program Reporting Frequency Record for all locations in the monitoring configuration.|MP Reporting Frequency Records|VW_LOCATION_REPORTING_FREQUENCY|DATAVW|DATA|
1207|SO2_Method_Count|provides a count of the number of active SO2 Monitor Method entries for the current configuration during the current hour|SO2 Method Count||INTEGER|OUTPUT|
1208|NOxC_Monitor_Hourly_Count|the number of MonitorHourlyValueData records reported for NOx Conc during the current day and hour|NOx Conc Monitor Hourly Count||INTEGER|OUTPUT|
1209|NOx_Conc_Needed_for_NOx_Rate_Calc|Boolean flag that indicates whether or not to look for a required NOx Conc record based on the status of the NOx Rate Derived Hourly Record|NOx Conc Needed for NOx Rate Calc||BOOLEAN|OUTPUT|
1210|Current_NOx_Mass_Monitor_Method_Record|The active Monitor Method record for the Current Facility/Unit during the current date and hour for NOx Mass calculations|Current NOx Mass Monitor Method Record|VW_MP_MONITOR_METHOD_NOX|DATAROW|OUTPUT|
1211|NOx_Conc_Modc_Indicates_Measured_Value|Boolean variable indicates whether or not the NOx Concentration MODC indicates a measured value (MODC is in the set {01,02,03,04,14,21,22} )|NOx Conc MODC Indicates Measured Value||BOOLEAN|OUTPUT|
1212|NOx_Emission_Rate_Modc|The MODC code from the NOx Emission Rate record|NOx Emission Rate MODC||STRING|OUTPUT|
1213|NOx_Conc_Modc|The Method of Determination Code for the NOx Concentration Record during the current hour|NOx Conc MODC||STRING|OUTPUT|
1214|All_Required_NOx_Calculation_Elements|Indicates that the NOx Verification Calculation may proceed if true, because all required elements for the formula are in place.|All Required NOx Calculation Elements||BOOLEAN|OUTPUT|
1215|Diluent_Cap_Default|Default Value used in NOX Rate Calculation|Diluent Cap Default||DECIMAL|OUTPUT|
1217|Update_NOx_Emission_Rate|Indicates whether or not the NOx Emission Rate Derived Hourly Record should be updated with a calculated value    Field to be updated: Current NOx Rate Derived Hourly Record.CalcAdjustedHourlyValue    Parameter to be written to the field: NOx Rate Final Calc Value |Update NOx Emission Rate||BOOLEAN|OUTPUT|
1218|Final_Calculated_NOx_Emission_Rate|The result of the NOx Emission rate calcuation based on the equation code and all reported values, including application of the NOXR System BAF.|Final Calculated NOx Emission Rate||DECIMAL|OUTPUT|
1219|NOx_Emission_Rate_Calculation_Completed|Indicates that the NOx Emission Rate Calculation had all necessary components and was completed successfully|NOx Emission Rate Calculation Completed||BOOLEAN|OUTPUT|
1220|NOx_Mass_Monitor_Method_Code|"The Method Code associated with the Monitor Method record for NOX Mass for the current location that is active during the current hour.  Typically, this code will be either ""NOXR"" or ""CEM"""|NOx Mass Monitor Method Code||STRING|OUTPUT|
1221|NOx_Mass_Method_Active_For_Hour|Indicates that a Monitor Method record for NOx Mass is active during the current hour, and thus a DerivedHourlyValue record should be present|NOx Mass Method Active For Hour||BOOLEAN|OUTPUT|
1222|NOx_Mass_Derived_Checks_Needed|Indicates that DerivedHourlyValue checks for NOx Mass Rate (NOX) Category checks should be run|NOx Mass Derived Checks Needed||BOOLEAN|OUTPUT|
1223|Current_NOx_Mass_Derived_Hourly_Record|The DerivedHourlyValue record with parameter NOX or NOXM for the current location during the current date and hour|Current NOx Mass Derived Hourly Record |VW_MP_DERIVED_HRLY_VALUE_NOX|DATAROW|OUTPUT|
1224|NOx_Mass_Adjusted_Value_Status|Indicates that a valid value was reported for NOx Mass in the current DerivedHourlyValue record for NOx Mass Rate|NOx Mass Adjusted Value Status||BOOLEAN|OUTPUT|
1225|Nox_Mass_Formula_Status|Indicates that a valid Formula Code has been entered in the NOx Mass DerivedHourlyValue record|Nox Mass Formula Status||BOOLEAN|OUTPUT|
1226|NOx_Mass_Monitor_Formula_Record|The MonitoringFormulaData record containing the formula information to be used in NOx Mass Calculations for the current DerivedHourlyValue record|Current NOx Mass Monitor Formula Record||DATAROW|OUTPUT|
1227|NOx_Mass_Equation_Code|The equation code used to calculate NOx Mass for the current DerivedHourlyValue record|NOx Mass Equation Code||STRING|OUTPUT|
1228|Valid_NOx_Mass_Equation_Code|Indicates whether or not the equation code reported for calculation of NOx Mass is a valid code for that purpose|Valid NOx Mass Equation Code||BOOLEAN|OUTPUT|
1229|NOx_Conc_Needed_for_NOx_Mass_Calc|Indicates that NOx Concentration (MonitorHourlyValue) checks must be run in support of the NOx Mass Calculation|NOx Conc Needed for NOx Mass Calc||BOOLEAN|OUTPUT|
1232|Heat_Input_Checks_Needed_for_NOx_Mass_Calc|Indicates that NOx Mass is being calculated based on heat input, therefore heat input checks must be run in support of NOx Mass for the current hour|Heat Input Checks Needed for NOx Mass Calc||BOOLEAN|OUTPUT|
1236|All_Required_NOx_Mass_Calculation_Elements|Indicates whether or not all elements are in place to perform the final NOx Mass calculation based on the equation code in the NOx Mass Derived Hourly Record|All Required NOx Mass Calculation Elements||BOOLEAN|OUTPUT|
1237|Valid_Heat_Input_Status|Indicates whether a valid Heat Input value can be determined for this location during the current hour|Valid Heat Input Status||BOOLEAN|OUTPUT|
1238|NOx_Mass_Emission_Calculation_Completed|Indicates whether the NOx Mass Emission Calculation was completed successfully|NOx Mass Emission Calculation Completed||BOOLEAN|OUTPUT|
1239|Calculated_NOx_Mass_Rate|The result of the NOx Mass Rate Calculation based on the equation code referred to in the NOx Mass Derived Hourly record|Calculated NOx Mass Rate||DECIMAL|OUTPUT|
1242|Heat_Input_Derived_Hourly_Count|refers to the number of DerivedHourlyDataValue records for Heat Input reported for the current location during the current hour|Heat Input Derived Hourly Count||BOOLEAN|OUTPUT|
1243|Current_Heat_Input_Derived_Hourly_Record|The DerivedHourlyValue record reported for HI or HIT for the current location during the current hour|Current Heat Input Derived Hourly Record|VW_MP_DERIVED_HRLY_VALUE_HI|DATAROW|OUTPUT|
1244|Heat_Input_Adj_Value_Status|Indicates whether or not the current heat input record contains a valid numeric value for Adjusted Hourly Value|Heat Input Adj Value Status||BOOLEAN|OUTPUT|
1245|Heat_Input_Formula_ID |The Formula Identifier associated with the current Heat Input Derived Hourly Record|Heat Input Formula ID||STRING|OUTPUT|
1246|Heat_Input_Formula_Record|The MonitoringFormula record associated with the Formula Identifier in the current Heat Input record|Heat Input Formula Record||DATAROW|OUTPUT|
1247|Heat_Input_Formula_Status|Indicates whether or not the current DerivedHourly Record for Heat Input contains a valid formula identifier|Heat Input Formula Status||BOOLEAN|OUTPUT|
1249|Valid_Heat_Input_Equation_Code|Indicates whether the current equation code is valid for calculating heat input|Valid Heat Input Equation Code||BOOLEAN|OUTPUT|
1250|CO2_Conc_Checks_Needed_for_Heat_Input|Indicates whether the CO2 Concentration Checks must be run in support of the current Heat Input Calculation|CO2 Conc Checks Needed for Heat Input||BOOLEAN|OUTPUT|
1252|O2_Wet_Checks_Needed_for_Heat_Input|Indicates whether the O2 Wet Checks must be run in support of the current Heat Input Calculation|O2 Wet Checks Needed for Heat Input||BOOLEAN|OUTPUT|
1253|O2_Dry_Checks_Needed_for_Heat_Input|Indicates whether the O2 Dry Checks must be run in support of the current Heat Input Calculation|O2 Dry Checks Needed for Heat Input||BOOLEAN|OUTPUT|
1257|All_Required_Heat_Input_Calculation_Elements|Indicates whether or not all values are available for performing the current Heat Input Calculation|All Required Heat Input Calculation Elements||BOOLEAN|OUTPUT|
1258|Valid_CO2_Conc_Status|Indicates whether or not a Valid CO2 Concentration value is available for the current location during the current hour|Valid CO2 Conc Status||BOOLEAN|OUTPUT|
1261|NOx_Rate_Checks_Needed_for_NOx_Mass_Calc|Indicates whether or not the NOx Emission Rate Derived Hourly checks must be run in support of the NOx Mass Calculation|NOx Rate Checks Needed for NOx Mass Calc||BOOLEAN|OUTPUT|
1262|CO2_Monitor_Method_Record|The MonitoringMethod record for CO2 Mass associated with the current location during the current hour|CO2 Monitor Method Record||DATAROW|OUTPUT|
1263|CO2_CEM_Method_Active_For_Hour|Indicates whether there is a CO2 Mass Method for the current hour identifed as a CEMs Method|CO2 CEM Method Active For Hour||BOOLEAN|OUTPUT|
1264|Current_CO2_Mass_Derived_Hourly_Record|The Derived Hourly Value Record associated with CO2 or CO2M for the current hour|Current CO2 Mass Derived Hourly Record||DATAROW|OUTPUT|
1265|CO2_Mass_Derived_Checks_Needed|Indicates whether or not the CO2 Mass Rate Derived Hourly Value Checks must be run for the current hour|CO2 Mass Derived Checks Needed||BOOLEAN|OUTPUT|
1267|Valid_CO2_CEM_Mass_Formula_Id|Flag to indicate whether the formula specified for the current DerivedHourlyValueData record is a valid CO2 Mass formula defined in the Monitoring Plan|Valid CO2 CEM Mass Formula ID||BOOLEAN|OUTPUT|
1269|Current_RATA|The Test Summary and RATA records for the RATA being evaluated and associated location, system, and test claim data.|Current RATA|VW_QA_TEST_SUMMARY_RATA|DATAROW|OUTPUT|
1270|RATA_Begin_Date|Earlies run Begin Date of RATA|RATA Begin Date||DATE|OUTPUT|
1271|RATA_Begin_Hour|Earliest run Begin Hour of RATA|RATA Begin Hour||INTEGER|OUTPUT|
1272|RATA_Begin_Minute|Earlies Run Begin Minute of RATA.|RATA Begin Minute||INTEGER|OUTPUT|
1273|RATA_End_Date|Last run End Date of RATA|RATA End Date||DATE|OUTPUT|
1274|RATA_End_Hour|Last run End Hour of RATA|RATA End Hour||INTEGER|OUTPUT|
1275|RATA_End_Minute|Last run End Minute of RATA.|RATA End Minute||INTEGER|OUTPUT|
1276|RATA_System_Valid|Indicates if system type is valid for the RATA|RATA System Valid||BOOLEAN|OUTPUT|
1277|RATA_Result|Calculated RATA result.|RATA Result||STRING|OUTPUT|
1278|Simultaneous_RATA_Runs|Indicates if RATA runs were performed simultaneously.|Simultaneous RATA Runs||STRING|OUTPUT|
1279|RATA_Aborted|RATA is aborted|RATA Aborted||BOOLEAN|OUTPUT|
1280|Extraneous_RATA_Fields|A list of fields reported in the test summary record not appropriate for a RATA.|Extraneous RATA Fields||STRING|OUTPUT|
1281|RATA_Test_Number_Valid|Indicates if the RATA has been assigned a valid test number|RATA Test Number Valid||BOOLEAN|OUTPUT|
1282|Overall_Relative_Accuracy|The calculated relative accuracy for the RATA.|Overall Relative Accuracy||DECIMAL|OUTPUT|
1283|RATA_Level_List|A comma delimited list of the operating levels in the RATA.|RATA Level List||STRING|OUTPUT|
1284|High_BAF|The calculated BAF for the high operating level.|High BAF||DECIMAL|OUTPUT|
1285|Mid_BAF|The calculated BAF for the mid operating level.|Mid BAF||DECIMAL|OUTPUT|
1286|Low_BAF|The calculated BAF for the low operating level.|Low BAF||DECIMAL|OUTPUT|
1287|High_Average_Gross_Unit_Load|The calculated average gross unit load for the high operating level.|High Average Gross Unit Load||DECIMAL|OUTPUT|
1288|Mid_Average_Gross_Unit_Load|The calculated average gross unit load for the mid operating level.|Mid Average Gross Unit Load||DECIMAL|OUTPUT|
1289|Low_Average_Gross_Unit_Load|The calculated average gross unit load for the low operating level.|Low Average Gross Unit Load||DECIMAL|OUTPUT|
1291|Linearity_Injection_Times_Valid|Indicates if the injection times in a linearity check are valid.|Linearity Injection Times Valid||BOOLEAN|OUTPUT|
1293|Current_RATA_Summary|The RATA Summary record being evaluated and it associated TestSummary and RATA data.|Current RATA Summary|VW_QA_RATA_SUMMARY|DATAROW|OUTPUT|
1294|RATA_Level_Valid|Indicates whether calculations can be performed for the operating level of a RATA.|RATA Level Valid||BOOLEAN|OUTPUT|
1295|RATA_Run_Count|Number of runs used in an operating level of a RATA.|RATA Used Run Count||INTEGER|OUTPUT|
1296|RATA_Unused_Run_Count|Number of runs not used in an operating level of a RATA.|RATA Unused Run Count||INTEGER|OUTPUT|
1297|RATA_Sum_Differences|Sum of differences between the CEM value and reference value in the operating level of a RATA|RATA Sum Differences||DECIMAL|OUTPUT|
1298|RATA_WAF_Run_Count|Number of runs used in an operating level of a RATA to calculate the WAF.|RATA WAF Run Count||INTEGER|OUTPUT|
1299|RATA_Sum_WAF|Sum of calculated WAFs in an operating level of a RATA.|RATA Sum WAF||DECIMAL|OUTPUT|
1300|RATA_Sum_Gross_Unit_Load|Sum of the average gross unit loads in the operating level of a RATA.|RATA Sum Gross Unit Load||DECIMAL|OUTPUT|
1301|RATA_Sum_CEM_Values|Sum of the CEM values in the operating level of a RATA.|RATA Sum CEM Value||DECIMAL|OUTPUT|
1302|RATA_Sum_Square_Differences|Sum of the squares of the differences between the CEM value and reference value in the operating level of a RATA|RATA Sum Square Differences||DECIMAL|OUTPUT|
1303|Last_RATA_Run_Number|The run number of the chronologically previous RATA run in an operating level.|Last RATA Run Number||INTEGER|OUTPUT|
1304|Current_RATA_Run|The current RATA Run record being evaluated and it associated Test Summary, RATA, RATA Summary, and Flow RATA Run data|Current RATA Run|VW_QA_RATA_RUN|DATAROW|OUTPUT|
1306|Flow_RATA_Run_Records|All Flow Run records associated with a RATA.|Flow RATA Run Records|VW_QA_FLOW_RATA_RUN|DATAVW|DATA|
1307|RATA_Run_Records|All Run records associated with a RATA.|RATA Run Records|VW_QA_RATA_RUN|DATAVW|DATA|
1308|RATA_Run_Begin_Time_Valid|Indicates if the Begin Date, Hour, and Minute for a RATA run are valid.|RATA Run Begin Time Valid||BOOLEAN|OUTPUT|
1309|RATA_Run_End_Time_Valid|Indicates if the end date/hour/minutes in the RATA run record is valid.|RATA Run End Time Valid||BOOLEAN|OUTPUT|
1310|Flow_RATA_Run_Valid|Indicates if Flow RATA Run record is present and valid.|Flow RATA Run Valid||BOOLEAN|OUTPUT|
1311|Rounded_Flow_RATA_Values|Indicates if all CEM and Reference Values in a Flow RATA were rounded to the nearest 1000 scfh.|Rounded Flow RATA Values||BOOLEAN|OUTPUT|
1312|Highest_RATA_CEM_Value|The highest CEM Value used in the calculation of relative accuracy for a RATA.|Highest RATA CEM Value||DECIMAL|OUTPUT|
1313|RATA_Sum_Reference_Values|Sum of the reference values in the operating level of a RATA.|RATA Sum Reference Value||DECIMAL|OUTPUT|
1314|Calculate_RATA_Level|Indicates if calculations should be performed for the operating level of a RATA.|Calculate RATA Level||BOOLEAN|OUTPUT|
1315|RATA_Summary_Average_Gross_Unit_Load|The calculated average gross unit load for the operating level of a RATA.|RATA Summary Average Gross Unit Load||DECIMAL|OUTPUT|
1316|Calculate_Average_Gross_Unit_Load|Indicates whether Average Gross Unit Load should be calculated.|Calculate Average Gross Unit Load||BOOLEAN|OUTPUT|
1317|RATA_Summary_Mean_CEM_Value|Mean of the CEM values in the operating level of a RATA.|RATA Summary Mean CEM Value||DECIMAL|OUTPUT|
1318|RATA_Summary_Mean_Reference_Value|Mean of the reference values in the operating level of a RATA.|RATA Summary Mean Reference Value||DECIMAL|OUTPUT|
1319|RATA_Summary_Mean_Difference|Mean of the differences between the reference value and CEM value in the operating level of a RATA.|RATA Summary Mean Difference||DECIMAL|OUTPUT|
1320|RATA_Summary_Confidence_Coefficient|The confidence cofficient calculated from the runs of a RATA.|RATA Summary Confidence Coefficient||DECIMAL|OUTPUT|
